Customer ID,first_purchase,last_purchase,total_orders,total_items,total_revenue,country,lifespan_days,avg_order_value,cohort_month
13310,2010-11-02 17:03:00,2011-11-11 17:23:00,5,816,1541.2,United Kingdom,374,308.24,2010-11
13311,2011-07-12 14:26:00,2011-12-05 12:55:00,2,305,598.57,United Kingdom,145,299.29,2011-07
13312,2010-09-14 14:36:00,2010-09-14 14:36:00,1,41,124.75,United Kingdom,0,124.75,2010-09
13313,2009-12-02 16:18:00,2011-11-17 16:48:00,12,2308,3445.32,United Kingdom,715,287.11,2009-12
13314,2011-09-27 10:20:00,2011-12-08 12:29:00,3,560,775.94,United Kingdom,72,258.65,2011-09
13315,2010-01-19 15:34:00,2010-01-19 15:34:00,1,232,310.26,United Kingdom,0,310.26,2010-01
13316,2010-03-10 10:01:00,2011-11-02 13:40:00,10,19931,12940.82,United Kingdom,602,1294.08,2010-03
13317,2009-12-13 11:11:00,2011-10-04 13:35:00,19,3149,6486.091,United Kingdom,660,341.37,2009-12
13318,2011-11-02 13:26:00,2011-12-08 18:51:00,3,304,640.76,United Kingdom,36,213.59,2011-11
13319,2009-12-06 14:46:00,2011-12-04 13:34:00,58,8974,21323.22,United Kingdom,727,367.64,2009-12
13320,2010-08-18 10:29:00,2011-09-22 18:07:00,6,1509,2211.6,United Kingdom,400,368.6,2010-08
13321,2011-09-14 15:18:00,2011-09-28 15:24:00,2,372,567.36,United Kingdom,14,283.68,2011-09
13322,2011-11-22 14:21:00,2011-11-22 14:21:00,1,117,199.48000000000002,United Kingdom,0,199.48,2011-11
13323,2011-09-16 13:23:00,2011-12-06 17:12:00,5,175,787.85,United Kingdom,81,157.57,2011-09
13324,2010-05-25 10:23:00,2011-11-03 16:28:00,18,8448,10513.47,United Kingdom,527,584.08,2010-05
13325,2011-09-19 10:36:00,2011-09-19 10:36:00,1,240,675.3,United Kingdom,0,675.3,2011-09
13326,2010-10-03 16:00:00,2010-10-03 16:00:00,1,140,281.76,United Kingdom,0,281.76,2010-10
13327,2009-12-18 15:35:00,2011-11-01 10:21:00,20,4203,9134.48,United Kingdom,682,456.72,2009-12
13328,2011-01-27 15:22:00,2011-01-27 15:22:00,1,680,1308.48,United Kingdom,0,1308.48,2011-01
13329,2009-12-04 15:41:00,2011-11-08 10:29:00,8,3311,4808.77,United Kingdom,703,601.1,2009-12
13330,2010-02-23 10:12:00,2011-09-08 12:27:00,6,1951,2796.1,United Kingdom,562,466.02,2010-02
13331,2010-11-03 08:04:00,2010-11-03 08:04:00,1,54,262.4,United Kingdom,0,262.4,2010-11
13332,2011-11-25 13:30:00,2011-11-25 13:30:00,1,179,350.9,United Kingdom,0,350.9,2011-11
13333,2010-02-19 09:26:00,2010-10-24 13:24:00,3,685,1015.74,United Kingdom,247,338.58,2010-02
13334,2010-02-25 12:21:00,2011-09-18 15:21:00,5,3198,6201.8,United Kingdom,570,1240.36,2010-02
13336,2011-09-23 14:05:00,2011-09-23 14:05:00,1,559,795.12,United Kingdom,0,795.12,2011-09
13337,2010-06-11 13:27:00,2010-06-11 13:27:00,1,980,1575.26,United Kingdom,0,1575.26,2010-06
13338,2010-01-05 12:25:00,2011-07-05 09:06:00,4,1151,2445.62,United Kingdom,545,611.4,2010-01
13339,2011-05-23 08:31:00,2011-05-23 08:31:00,1,326,860.12,United Kingdom,0,860.12,2011-05
13340,2010-02-22 14:54:00,2011-10-25 13:15:00,12,9636,22100.56,United Kingdom,609,1841.71,2010-02
13341,2011-03-24 09:50:00,2011-03-24 09:50:00,1,301,775.85,United Kingdom,0,775.85,2011-03
13343,2011-06-15 12:24:00,2011-06-15 12:24:00,1,135,353.43,United Kingdom,0,353.43,2011-06
13344,2011-03-07 10:28:00,2011-10-03 09:45:00,3,952,2511.69,United Kingdom,209,837.23,2011-03
13345,2011-02-25 09:01:00,2011-02-25 09:01:00,1,141,389.5,United Kingdom,0,389.5,2011-02
13346,2010-04-22 12:34:00,2010-09-03 11:41:00,6,180,299.4,United Kingdom,133,49.9,2010-04
13347,2011-09-30 13:28:00,2011-09-30 13:28:00,1,205,341.36,United Kingdom,0,341.36,2011-09
13348,2011-10-06 17:28:00,2011-10-06 17:28:00,1,136,233.76,United Kingdom,0,233.76,2011-10
13349,2011-11-29 08:07:00,2011-11-29 08:07:00,1,225,247.32,United Kingdom,0,247.32,2011-11
13350,2011-09-21 13:33:00,2011-11-23 16:33:00,2,287,979.12,United Kingdom,63,489.56,2011-09
13351,2011-10-04 12:55:00,2011-10-04 12:55:00,1,117,373.94,United Kingdom,0,373.94,2011-10
13352,2011-10-10 13:55:00,2011-10-10 13:55:00,1,321,397.97999999999996,United Kingdom,0,397.98,2011-10
13354,2011-09-29 13:17:00,2011-09-29 13:17:00,1,604,743.53,United Kingdom,0,743.53,2011-09
13355,2011-08-09 14:48:00,2011-08-09 14:48:00,1,314,674.7,United Kingdom,0,674.7,2011-08
13356,2011-09-20 14:33:00,2011-09-20 14:33:00,1,325,768.24,United Kingdom,0,768.24,2011-09
13357,2010-03-22 14:30:00,2011-03-27 13:56:00,5,2112,3805.5099999999998,United Kingdom,369,761.1,2010-03
13358,2011-03-16 11:52:00,2011-03-16 11:52:00,1,285,439.03,United Kingdom,0,439.03,2011-03
13359,2010-11-01 15:05:00,2011-10-07 09:30:00,2,381,1043.31,United Kingdom,339,521.66,2010-11
13360,2010-01-08 11:16:00,2010-10-04 12:37:00,4,942,1553.65,United Kingdom,269,388.41,2010-01
13361,2010-04-01 07:49:00,2010-08-24 14:56:00,2,324,1450.5,United Kingdom,145,725.25,2010-04
13362,2010-10-10 15:27:00,2011-11-30 14:41:00,7,2481,5394.07,United Kingdom,415,770.58,2010-10
13363,2010-10-26 11:07:00,2011-11-22 12:40:00,3,1146,1723.86,United Kingdom,392,574.62,2010-10
13364,2011-09-29 18:13:00,2011-09-29 18:13:00,1,71,134.95999999999998,United Kingdom,0,134.96,2011-09
13365,2011-05-06 12:00:00,2011-11-06 12:36:00,2,1247,2225.37,United Kingdom,184,1112.68,2011-05
13366,2011-10-20 13:37:00,2011-10-20 13:37:00,1,144,56.160000000000004,United Kingdom,0,56.16,2011-10
13367,2010-10-04 10:00:00,2010-10-04 10:00:00,1,253,510.20000000000005,United Kingdom,0,510.2,2010-10
13368,2010-10-12 10:43:00,2011-03-28 09:59:00,4,606,1121.5,United Kingdom,166,280.38,2010-10
13369,2010-12-09 11:30:00,2010-12-09 11:30:00,1,149,308.28000000000003,United Kingdom,0,308.28,2010-12
13370,2010-12-03 10:26:00,2010-12-03 10:26:00,1,343,754.87,United Kingdom,0,754.87,2010-12
13371,2010-03-17 15:29:00,2010-07-22 17:33:00,2,1019,2297.66,United Kingdom,127,1148.83,2010-03
13372,2011-09-11 12:46:00,2011-09-11 12:46:00,1,159,378.64,United Kingdom,0,378.64,2011-09
13373,2009-12-06 12:34:00,2011-10-10 10:51:00,6,4263,7587.1900000000005,United Kingdom,672,1264.53,2009-12
13374,2010-09-16 10:29:00,2010-10-21 10:04:00,2,135,422.8,United Kingdom,34,211.4,2010-09
13375,2010-09-21 08:12:00,2011-09-12 10:19:00,2,1124,1792.23,United Kingdom,356,896.12,2010-09
13376,2011-04-19 13:03:00,2011-09-01 16:16:00,3,493,1019.76,United Kingdom,135,339.92,2011-04
13377,2010-03-04 10:06:00,2010-11-08 12:20:00,2,748,1552.88,United Kingdom,249,776.44,2010-03
13379,2011-07-26 12:26:00,2011-11-13 13:45:00,3,601,572.56,United Kingdom,110,190.85,2011-07
13380,2010-10-03 10:18:00,2010-10-03 10:18:00,1,48,62.4,United Kingdom,0,62.4,2010-10
13381,2009-12-01 15:19:00,2011-11-08 11:58:00,12,5125,8224.37,United Kingdom,706,685.36,2009-12
13382,2009-12-08 09:56:00,2011-03-04 10:03:00,5,863,1387.58,United Kingdom,451,277.52,2009-12
13383,2010-06-14 11:45:00,2010-06-14 11:45:00,1,288,305.28000000000003,United Kingdom,0,305.28,2010-06
13384,2010-07-27 12:22:00,2011-11-09 11:04:00,11,4142,6680.83,United Kingdom,469,607.35,2010-07
13385,2011-01-14 09:52:00,2011-01-14 09:52:00,1,281,534.57,United Kingdom,0,534.57,2011-01
13386,2010-09-28 13:09:00,2010-10-21 12:52:00,2,514,835.46,United Kingdom,22,417.73,2010-09
13387,2010-10-18 14:07:00,2010-10-18 14:07:00,1,123,186.94,United Kingdom,0,186.94,2010-10
13388,2010-04-15 10:18:00,2011-07-31 12:52:00,3,701,1185.65,United Kingdom,472,395.22,2010-04
13389,2011-04-21 12:12:00,2011-11-28 14:01:00,3,429,797.96,United Kingdom,221,265.99,2011-04
13390,2011-09-26 08:38:00,2011-09-26 08:38:00,1,224,544.08,United Kingdom,0,544.08,2011-09
13391,2011-05-20 10:50:00,2011-05-20 10:50:00,1,4,59.8,United Kingdom,0,59.8,2011-05
13392,2010-01-31 13:34:00,2010-01-31 13:34:00,1,82,91.14,United Kingdom,0,91.14,2010-01
13393,2009-12-07 18:12:00,2010-05-05 09:34:00,4,662,1131.45,United Kingdom,148,282.86,2009-12
13394,2009-12-01 11:58:00,2011-12-08 11:36:00,19,5354,6621.7,United Kingdom,736,348.51,2009-12
13395,2010-10-14 13:00:00,2011-06-07 15:04:00,3,1660,1180.23,United Kingdom,236,393.41,2010-10
13396,2011-01-24 13:37:00,2011-11-10 16:59:00,2,600,1360.99,United Kingdom,290,680.5,2011-01
13397,2010-01-20 09:50:00,2011-09-28 10:56:00,10,1336,3191.87,United Kingdom,616,319.19,2010-01
13398,2010-09-17 09:34:00,2011-05-31 13:17:00,2,341,670.34,United Kingdom,256,335.17,2010-09
13399,2010-07-08 17:47:00,2010-09-01 13:59:00,3,120,275.4,United Kingdom,54,91.8,2010-07
13400,2010-05-06 09:00:00,2010-05-06 09:00:00,1,284,310.83,United Kingdom,0,310.83,2010-05
13402,2010-05-24 10:56:00,2011-08-04 15:51:00,4,917,1226.8500000000001,United Kingdom,437,306.71,2010-05
13403,2009-12-16 13:23:00,2011-11-22 08:28:00,3,114,229.5,United Kingdom,705,76.5,2009-12
13404,2011-05-11 11:57:00,2011-12-08 15:37:00,2,111,252.49,United Kingdom,211,126.24,2011-05
13405,2009-12-15 14:13:00,2011-09-26 17:01:00,6,855,1213.811,United Kingdom,650,202.3,2009-12
13406,2010-03-18 07:29:00,2010-10-08 14:44:00,2,292,568.92,United Kingdom,204,284.46,2010-03
13407,2010-02-16 11:13:00,2010-05-10 12:41:00,3,1690,2244.7,United Kingdom,83,748.23,2010-02
13408,2009-12-04 09:31:00,2011-12-08 09:05:00,106,28675,50174.782,United Kingdom,733,473.35,2009-12
13410,2009-12-08 13:43:00,2011-11-15 15:33:00,9,1244,2201.96,United Kingdom,707,244.66,2009-12
13411,2011-08-24 13:57:00,2011-08-24 13:57:00,1,72,213.55,United Kingdom,0,213.55,2011-08
13412,2010-03-29 16:28:00,2010-03-29 16:28:00,1,176,487.34999999999997,United Kingdom,0,487.35,2010-03
13413,2010-01-21 17:43:00,2010-03-10 12:17:00,6,455,429.44,United Kingdom,47,71.57,2010-01
13414,2010-04-15 17:00:00,2011-07-29 11:45:00,6,2702,2494.14,United Kingdom,469,415.69,2010-04
13415,2009-12-11 14:20:00,2010-08-24 11:38:00,4,496,784.17,United Kingdom,255,196.04,2009-12
13416,2009-12-03 13:02:00,2011-10-27 08:56:00,3,208,940.8000000000001,United Kingdom,692,313.6,2009-12
13417,2010-02-08 12:39:00,2011-12-05 08:49:00,6,532,1669.49,United Kingdom,664,278.25,2010-02
13418,2009-12-11 12:51:00,2011-11-28 10:23:00,31,7354,11559.66,United Kingdom,716,372.89,2009-12
13419,2011-10-07 12:49:00,2011-10-07 12:49:00,1,275,221.06,United Kingdom,0,221.06,2011-10
13420,2011-06-22 11:35:00,2011-07-13 08:48:00,2,101,159.85,United Kingdom,20,79.92,2011-06
13421,2010-02-14 14:45:00,2011-10-30 14:21:00,8,2351,4058.75,United Kingdom,622,507.34,2010-02
13422,2011-10-06 13:42:00,2011-10-06 13:42:00,1,1326,2626.3,United Kingdom,0,2626.3,2011-10
13423,2010-10-07 09:02:00,2010-10-07 09:02:00,1,141,217.03,United Kingdom,0,217.03,2010-10
13424,2010-09-16 10:49:00,2010-09-16 10:49:00,1,529,572.77,United Kingdom,0,572.77,2010-09
13425,2010-05-09 14:35:00,2011-08-23 17:13:00,5,2358,3390.4300000000003,United Kingdom,471,678.09,2010-05
13426,2009-12-09 15:16:00,2011-12-09 08:59:00,22,4868,8167.38,United Kingdom,729,371.24,2009-12
13427,2009-12-17 13:44:00,2011-11-20 13:02:00,6,880,1006.53,United Kingdom,702,167.76,2009-12
13428,2010-07-13 13:20:00,2011-11-29 14:20:00,3,356,478.54,United Kingdom,504,159.51,2010-07
13429,2011-09-25 15:59:00,2011-11-29 09:10:00,4,1390,1006.8,United Kingdom,64,251.7,2011-09
13430,2011-09-14 14:26:00,2011-11-21 08:19:00,2,751,679.45,United Kingdom,67,339.72,2011-09
13431,2010-02-18 11:53:00,2011-10-03 13:49:00,8,1570,3316.24,United Kingdom,592,414.53,2010-02
13432,2010-04-06 14:42:00,2010-05-17 13:18:00,2,217,439.1,United Kingdom,40,219.55,2010-04
13433,2010-01-12 08:59:00,2010-07-26 16:55:00,4,190,658.3199999999999,United Kingdom,195,164.58,2010-01
13434,2010-02-22 09:54:00,2011-09-26 14:30:00,5,864,1666.8600000000001,United Kingdom,581,333.37,2010-02
13435,2010-07-27 16:56:00,2011-12-04 14:45:00,9,2754,4447.33,United Kingdom,494,494.15,2010-07
13436,2011-12-08 10:33:00,2011-12-08 10:33:00,1,76,196.89,United Kingdom,0,196.89,2011-12
13437,2011-06-02 14:30:00,2011-11-25 14:00:00,7,1283,3408.06,United Kingdom,175,486.87,2011-06
13438,2010-06-10 18:46:00,2010-06-10 18:46:00,1,10,46.5,United Kingdom,0,46.5,2010-06
13439,2010-07-01 14:36:00,2011-03-29 14:20:00,3,952,986.61,United Kingdom,270,328.87,2010-07
13440,2010-09-14 10:34:00,2010-10-12 13:11:00,7,573,1295.25,United Kingdom,28,185.04,2010-09
13441,2010-10-04 10:38:00,2011-09-09 09:38:00,2,520,720.9,United Kingdom,339,360.45,2010-10
13442,2009-12-01 14:59:00,2010-02-10 14:03:00,3,115,419.87,United Kingdom,70,139.96,2009-12
13443,2010-01-31 13:30:00,2010-09-17 12:31:00,6,805,1273.16,United Kingdom,228,212.19,2010-01
13444,2010-07-21 14:34:00,2010-11-30 13:02:00,2,331,619.08,United Kingdom,131,309.54,2010-07
13445,2010-03-23 15:34:00,2010-03-23 15:34:00,1,198,241.89999999999998,United Kingdom,0,241.9,2010-03
13446,2010-02-14 11:52:00,2010-10-05 18:51:00,11,2403,3881.89,United Kingdom,233,352.9,2010-02
13447,2011-11-04 10:10:00,2011-11-16 13:38:00,3,584,1129.14,United Kingdom,12,376.38,2011-11
13448,2009-12-06 12:14:00,2011-11-23 12:33:00,13,4195,8745.93,United Kingdom,717,672.76,2009-12
13449,2011-11-16 08:28:00,2011-11-16 08:28:00,1,222,291.88,United Kingdom,0,291.88,2011-11
13450,2010-04-15 19:15:00,2011-11-13 11:54:00,13,4318,4120.04,United Kingdom,576,316.93,2010-04
13451,2010-03-21 16:13:00,2011-11-13 15:58:00,11,5229,7090.06,United Kingdom,601,644.55,2010-03
13452,2010-08-24 09:53:00,2011-03-25 14:19:00,3,6,729.8,United Kingdom,213,243.27,2010-08
13453,2010-11-02 13:23:00,2011-06-27 09:34:00,3,341,781.6899999999999,United Kingdom,236,260.56,2010-11
13454,2010-03-08 14:40:00,2010-03-08 14:40:00,1,198,219.87,United Kingdom,0,219.87,2010-03
13455,2009-12-09 08:58:00,2011-11-15 11:21:00,6,795,2212.9900000000002,United Kingdom,706,368.83,2009-12
13456,2011-05-16 15:34:00,2011-11-22 09:18:00,6,765,1766.72,United Kingdom,189,294.45,2011-05
13457,2009-12-02 12:46:00,2010-01-20 08:48:00,2,96,148.22,United Kingdom,48,74.11,2009-12
13458,2010-11-16 14:01:00,2011-12-02 15:29:00,16,6760,11959.27,United Kingdom,381,747.45,2010-11
13459,2010-01-26 13:35:00,2010-03-25 10:24:00,2,986,1160.4099999999999,United Kingdom,57,580.2,2010-01
13460,2011-10-21 09:50:00,2011-11-10 17:17:00,2,286,183.44,United Kingdom,20,91.72,2011-10
13461,2010-04-21 16:01:00,2011-11-01 09:01:00,6,3132,4160.0,United Kingdom,558,693.33,2010-04
13462,2009-12-14 09:48:00,2011-04-01 11:20:00,5,697,1153.85,United Kingdom,473,230.77,2009-12
13464,2010-03-31 15:22:00,2011-10-12 15:01:00,6,1440,3097.64,United Kingdom,559,516.27,2010-03
13465,2010-05-02 15:30:00,2010-09-19 15:13:00,2,584,931.12,United Kingdom,139,465.56,2010-05
13466,2010-03-21 13:50:00,2011-06-08 16:39:00,5,660,1013.35,United Kingdom,444,202.67,2010-03
13467,2011-11-03 16:56:00,2011-11-29 10:01:00,2,580,1071.91,United Kingdom,25,535.96,2011-11
13468,2009-12-03 13:32:00,2011-12-08 10:39:00,72,5617,12793.28,United Kingdom,734,177.68,2009-12
13469,2010-02-24 15:03:00,2010-02-24 15:03:00,1,52,82.4,United Kingdom,0,82.4,2010-02
13470,2011-08-16 17:06:00,2011-09-01 14:57:00,2,100,165.0,United Kingdom,15,82.5,2011-08
13471,2011-10-23 13:10:00,2011-12-08 15:44:00,4,1583,2501.84,United Kingdom,46,625.46,2011-10
13472,2010-06-02 09:48:00,2010-09-02 09:41:00,2,310,592.24,United Kingdom,91,296.12,2010-06
13473,2009-12-15 19:02:00,2011-10-10 11:20:00,8,1000,2657.7599999999998,United Kingdom,663,332.22,2009-12
13474,2010-08-01 14:40:00,2011-04-17 13:53:00,3,318,646.59,United Kingdom,258,215.53,2010-08
13475,2011-02-14 12:36:00,2011-06-01 13:52:00,4,1012,1431.78,United Kingdom,107,357.94,2011-02
13476,2010-03-05 09:39:00,2011-06-14 12:00:00,5,713,2061.4700000000003,United Kingdom,466,412.29,2010-03
13477,2010-01-25 11:52:00,2011-11-02 12:04:00,11,2091,2819.17,United Kingdom,646,256.29,2010-01
13478,2010-01-31 15:51:00,2010-08-27 13:23:00,5,1189,2215.78,United Kingdom,207,443.16,2010-01
13479,2010-08-19 16:18:00,2011-05-23 10:45:00,4,716,851.37,United Kingdom,276,212.84,2010-08
13480,2010-01-29 12:35:00,2010-10-19 11:53:00,2,362,627.82,United Kingdom,262,313.91,2010-01
13481,2009-12-04 12:37:00,2011-10-25 09:07:00,11,2055,3830.84,United Kingdom,689,348.26,2009-12
13482,2010-03-22 10:31:00,2011-04-21 17:03:00,2,187,336.09,United Kingdom,395,168.04,2010-03
13483,2011-10-05 11:53:00,2011-10-05 11:53:00,1,160,140.34,United Kingdom,0,140.34,2011-10
13484,2010-03-10 11:46:00,2011-04-12 16:30:00,3,224,790.72,United Kingdom,398,263.57,2010-03
13485,2009-12-03 13:46:00,2011-04-20 13:58:00,11,1798,3019.2200000000003,United Kingdom,503,274.47,2009-12
13486,2011-07-07 17:19:00,2011-09-22 13:13:00,3,669,1122.41,United Kingdom,76,374.14,2011-07
13487,2009-12-05 10:25:00,2011-10-13 12:07:00,5,362,846.87,United Kingdom,677,169.37,2009-12
13488,2010-01-25 10:13:00,2011-11-22 14:41:00,23,7375,14205.96,United Kingdom,666,617.65,2010-01
13489,2011-02-18 10:42:00,2011-08-26 13:16:00,4,560,449.52,United Kingdom,189,112.38,2011-02
13490,2010-02-23 14:48:00,2010-02-23 14:48:00,1,25,154.25,United Kingdom,0,154.25,2010-02
13491,2009-12-07 08:24:00,2011-10-19 08:32:00,27,2349,4467.66,United Kingdom,681,165.47,2009-12
13492,2011-05-09 10:06:00,2011-07-26 14:25:00,3,408,1269.84,Switzerland,78,423.28,2011-05
13493,2011-02-25 16:42:00,2011-03-09 15:35:00,2,380,618.63,Switzerland,11,309.32,2011-02
13494,2011-02-01 11:58:00,2011-02-01 11:58:00,1,162,316.26000000000005,United Kingdom,0,316.26,2011-02
13495,2009-12-07 12:12:00,2011-12-02 11:21:00,10,2465,4863.31,United Kingdom,724,486.33,2009-12
13496,2010-12-15 10:17:00,2011-11-29 10:58:00,2,341,653.33,United Kingdom,349,326.67,2010-12
13497,2010-02-08 10:27:00,2011-03-02 09:04:00,6,525,1166.83,United Kingdom,386,194.47,2010-02
13498,2009-12-09 15:26:00,2009-12-09 15:26:00,1,362,327.38,United Kingdom,0,327.38,2009-12
13499,2011-03-15 08:52:00,2011-11-22 11:21:00,5,1365,1159.11,United Kingdom,252,231.82,2011-03
13500,2010-11-03 13:16:00,2011-11-16 15:35:00,4,838,1466.3,United Kingdom,378,366.58,2010-11
13501,2010-05-18 13:24:00,2011-02-24 18:59:00,3,1253,2885.11,Switzerland,282,961.7,2010-05
13502,2010-06-09 10:52:00,2011-11-23 10:39:00,5,490,780.5,United Kingdom,531,156.1,2010-06
13503,2010-02-16 13:49:00,2011-09-29 13:23:00,6,1105,1859.24,United Kingdom,589,309.87,2010-02
13504,2011-10-06 13:20:00,2011-10-06 13:20:00,1,178,295.93,United Kingdom,0,295.93,2011-10
13505,2011-04-21 12:07:00,2011-09-28 11:56:00,4,2486,4393.63,Switzerland,159,1098.41,2011-04
13506,2010-09-05 12:33:00,2011-01-27 13:53:00,5,942,1338.08,United Kingdom,144,267.62,2010-09
13507,2011-07-17 11:50:00,2011-12-06 13:13:00,4,1597,2479.16,United Kingdom,142,619.79,2011-07
13508,2010-03-07 11:58:00,2011-04-10 11:58:00,2,180,287.05,United Kingdom,399,143.52,2010-03
13509,2010-07-20 12:10:00,2011-12-01 10:10:00,8,1214,1114.72,United Kingdom,498,139.34,2010-07
13510,2009-12-21 11:53:00,2011-12-08 13:46:00,11,3044,4558.29,United Kingdom,717,414.39,2009-12
13511,2010-02-01 12:10:00,2010-02-01 12:10:00,1,60,282.76,United Kingdom,0,282.76,2010-02
13512,2010-05-05 13:22:00,2011-03-24 10:03:00,4,419,713.39,United Kingdom,322,178.35,2010-05
13513,2010-02-22 16:36:00,2011-08-05 11:50:00,3,364,824.59,United Kingdom,528,274.86,2010-02
13514,2010-01-26 15:11:00,2011-09-27 09:39:00,4,288,815.9000000000001,United Kingdom,608,203.98,2010-01
13515,2010-03-05 11:58:00,2011-09-28 11:26:00,6,819,1265.82,United Kingdom,571,210.97,2010-03
13516,2010-10-18 08:52:00,2011-11-18 13:15:00,4,1114,1685.26,United Kingdom,396,421.32,2010-10
13517,2011-06-13 08:44:00,2011-10-11 11:43:00,3,1369,2128.42,United Kingdom,120,709.47,2011-06
13518,2011-09-15 10:29:00,2011-09-15 10:29:00,1,382,627.16,United Kingdom,0,627.16,2011-09
13519,2010-09-23 11:45:00,2011-09-22 18:24:00,2,133,343.21,United Kingdom,364,171.6,2010-09
13520,2009-12-17 11:11:00,2011-10-12 10:20:00,11,3179,6606.0,Switzerland,663,600.55,2009-12
13521,2011-11-29 15:09:00,2011-12-08 13:50:00,3,718,1071.73,United Kingdom,8,357.24,2011-11
13522,2011-11-09 15:11:00,2011-11-09 15:11:00,1,44,125.80000000000001,United Kingdom,0,125.8,2011-11
13523,2010-11-02 14:55:00,2011-11-06 15:11:00,6,1989,4534.57,United Kingdom,369,755.76,2010-11
13524,2011-05-04 12:26:00,2011-10-30 12:34:00,5,324,680.1800000000001,United Kingdom,179,136.04,2011-05
13525,2011-04-05 15:36:00,2011-11-25 12:01:00,2,394,628.78,United Kingdom,233,314.39,2011-04
13526,2009-12-01 12:56:00,2009-12-01 13:13:00,2,1911,1182.0,United Kingdom,0,591.0,2009-12
13527,2010-01-21 12:37:00,2011-11-06 12:04:00,12,2736,4541.29,United Kingdom,653,378.44,2010-01
13529,2011-05-19 11:50:00,2011-09-22 09:15:00,2,74,307.76,United Kingdom,125,153.88,2011-05
13530,2010-03-15 14:10:00,2010-03-15 14:10:00,1,272,402.97999999999996,United Kingdom,0,402.98,2010-03
13531,2009-12-03 15:20:00,2011-05-18 16:56:00,6,497,1433.07,United Kingdom,531,238.84,2009-12
13532,2011-11-06 12:25:00,2011-11-06 12:25:00,1,129,210.31,United Kingdom,0,210.31,2011-11
13533,2011-03-17 12:47:00,2011-06-10 11:54:00,3,202,269.09,United Kingdom,84,89.7,2011-03
13534,2010-07-07 15:00:00,2011-12-07 14:52:00,35,3869,7720.9,United Kingdom,517,220.6,2010-07
13535,2010-11-02 11:49:00,2010-11-02 11:49:00,1,10,89.5,United Kingdom,0,89.5,2010-11
13536,2011-09-25 13:30:00,2011-12-08 16:38:00,7,2126,3444.39,United Kingdom,74,492.06,2011-09
13537,2010-09-14 10:41:00,2010-10-10 12:45:00,2,337,717.85,United Kingdom,26,358.92,2010-09
13538,2010-02-02 12:47:00,2011-10-27 16:34:00,12,959,3103.13,United Kingdom,632,258.59,2010-02
13539,2010-04-28 12:04:00,2011-09-15 10:18:00,7,710,1569.3600000000001,United Kingdom,504,224.19,2010-04
13540,2010-02-22 09:22:00,2010-08-29 14:20:00,3,189,632.39,United Kingdom,188,210.8,2010-02
13541,2010-05-18 16:15:00,2010-10-08 16:37:00,2,279,785.25,United Kingdom,143,392.62,2010-05
13542,2009-12-10 19:53:00,2010-11-28 11:24:00,17,804,3959.4900000000002,United Kingdom,352,232.91,2009-12
13543,2010-01-21 14:30:00,2010-03-15 13:34:00,2,329,1439.6100000000001,United Kingdom,52,719.8,2010-01
13544,2010-03-05 11:31:00,2011-10-31 11:57:00,6,331,790.2,United Kingdom,605,131.7,2010-03
13545,2010-06-13 11:49:00,2010-11-14 11:27:00,2,252,364.93,United Kingdom,153,182.46,2010-06
13546,2010-10-11 17:23:00,2011-11-27 14:50:00,5,587,1086.24,United Kingdom,411,217.25,2010-10
13547,2010-10-27 14:14:00,2010-10-27 14:14:00,1,79,167.08,United Kingdom,0,167.08,2010-10
13548,2010-08-25 13:44:00,2011-09-04 14:50:00,3,558,901.44,United Kingdom,375,300.48,2010-08
13549,2010-11-17 12:17:00,2011-11-14 09:20:00,8,554,1005.8,United Kingdom,361,125.72,2010-11
13550,2010-11-21 15:24:00,2010-11-21 15:24:00,1,430,342.55,United Kingdom,0,342.55,2010-11
13551,2010-02-11 15:01:00,2011-01-24 14:46:00,2,36,244.2,United Kingdom,346,122.1,2010-02
13552,2010-02-19 13:28:00,2011-10-04 15:19:00,22,2630,6948.92,United Kingdom,592,315.86,2010-02
13553,2010-02-03 12:21:00,2010-02-03 12:21:00,1,201,499.6,United Kingdom,0,499.6,2010-02
13554,2010-09-19 12:39:00,2010-11-24 15:05:00,7,578,1629.35,United Kingdom,66,232.76,2010-09
13555,2010-01-19 13:20:00,2011-09-27 12:36:00,13,4762,8891.84,United Kingdom,615,683.99,2010-01
13556,2010-09-30 09:01:00,2010-10-06 16:44:00,2,134,200.82,United Kingdom,6,100.41,2010-09
13557,2009-12-08 17:41:00,2011-11-11 15:24:00,13,2398,3032.26,United Kingdom,702,233.25,2009-12
13558,2011-10-02 13:01:00,2011-12-04 11:24:00,4,338,594.52,United Kingdom,62,148.63,2011-10
13559,2010-06-14 11:52:00,2010-07-15 09:52:00,2,360,990.0,United Kingdom,30,495.0,2010-06
13560,2011-12-02 13:11:00,2011-12-02 13:11:00,1,63,171.42000000000002,United Kingdom,0,171.42,2011-12
13561,2010-02-28 13:42:00,2011-05-08 12:39:00,11,1125,1803.4,United Kingdom,433,163.95,2010-02
13562,2010-01-14 16:33:00,2011-09-19 10:51:00,8,1603,4838.18,United Kingdom,612,604.77,2010-01
13563,2011-07-22 17:21:00,2011-09-16 14:45:00,2,209,777.53,United Kingdom,55,388.76,2011-07
13564,2009-12-02 11:55:00,2011-07-18 14:33:00,37,8878,16498.97,United Kingdom,593,445.92,2009-12
